Gene	Chrom	Start	End	Strand	Introns	Expression	Functional	NotFunctional	Functional_Transcripts	NotFunctional_Transcripts	Shannon	Evenness	Hill_q0	Hill_q1	Hill_q2	Num_Isoforms	MatingTypeRegion
222	scaffold_1	1552836	1554666	+	1	58	55	3	1	1	0.2036	0.2937	2	1.2258	1.1088	2	0
223	scaffold_1	1560796	1561476	+	1	2106	2106	0	2	0	0.1087	0.1568	2	1.1148	1.0466	2	0
estExt_Genewise1Plus.C_1_t30486	scaffold_1	1563106	1564846	+	0	145	145	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
225	scaffold_1	1577757	1579324	+	1	392	392	0	2	0	0.5538	0.7989	2	1.7398	1.5804	2	0
estExt_fgenesh3_kg.C_10071	scaffold_1	1581702	1582457	+	0	410	410	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pm.C_1_t10426	scaffold_1	1585724	1587732	+	0	305	305	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pm.C_1_t10428	scaffold_1	1591914	1592488	+	0	46	46	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
229	scaffold_1	1594371	1594964	+	0	139	139	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_1_t20255	scaffold_1	1619113	1621522	+	1	20	10	10	1	1	0.6931	1.0000	2	2.0000	2.0000	2	0
231	scaffold_1	1626626	1627923	+	0	51	51	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000010844	scaffold_1	1628108	1630445	+	1	49	49	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_10163	scaffold_1	1636329	1637071	+	0	291	291	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
234	scaffold_1	1640438	1641401	+	1	3622	3622	0	2	0	0.4114	0.5935	2	1.5089	1.3261	2	0
235	scaffold_1	1660964	1661794	+	0	10	10	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.1_#_166_#_4273271:1	scaffold_1	1661932	1663643	+	0	470	470	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
237	scaffold_1	1667113	1668218	+	0	90	90	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
238	scaffold_1	1670471	1671315	+	0	296	296	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
239	scaffold_1	1672678	1673503	+	1	248	248	0	2	0	0.3356	0.4841	2	1.3988	1.2311	2	0
240	scaffold_1	1675037	1676628	+	0	68	68	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
241	scaffold_1	1676702	1678558	+	1	34	34	0	2	0	0.5456	0.7871	2	1.7256	1.5622	2	0
242	scaffold_1	1679508	1681163	+	1	73	73	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh1_kg.1_#_195_#_50652	scaffold_1	1683742	1685868	+	1	55	55	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.1_#_170_#_4274268:1	scaffold_1	1686034	1686964	+	0	1852	0	1852	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
245	scaffold_1	1691867	1692480	+	0	40	40	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.1_#_172_#_4276749:1	scaffold_1	1693282	1694341	+	0	128	128	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pm.C_10104	scaffold_1	1694487	1695993	+	1	84	84	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000010886	scaffold_1	1700375	1701070	+	0	27	27	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_kg.C_10054	scaffold_1	1702414	1703431	+	1	980	980	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
250	scaffold_1	1707078	1708083	+	1	187	187	0	2	0	0.3513	0.5068	2	1.4209	1.2490	2	0
251	scaffold_1	1708172	1709757	+	1	256	256	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
252	scaffold_1	1711577	1712640	+	0	200	200	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
253	scaffold_1	1713841	1715159	+	0	49	49	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
254	scaffold_1	1717076	1718424	+	0	46	46	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.est_orfs.1_684_4269384:3	scaffold_1	1724913	1726549	+	0	579	579	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
256	scaffold_1	1728662	1729293	+	1	220	220	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_11079	scaffold_1	1735816	1737991	+	1	32	32	0	2	0	0.3111	0.4489	2	1.3650	1.2047	2	0
258	scaffold_1	1738904	1740163	+	0	47	47	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_1_t40146	scaffold_1	1740221	1742278	+	1	57	7	50	1	3	1.2488	0.9008	4	3.4861	3.1636	4	0
260	scaffold_1	1747743	1749071	+	1	238	238	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
261	scaffold_1	1756981	1757467	+	1	5	0	5	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
262	scaffold_1	1760743	1761784	+	0	290	290	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_1_t20345	scaffold_1	1777262	1779582	+	1	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pm.C_1_t10475	scaffold_1	1785529	1786998	+	3	1349	1349	0	2	0	0.0802	0.1158	2	1.0836	1.0316	2	0
265	scaffold_1	1787093	1789024	+	0	43	43	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_1_t20352	scaffold_1	1791820	1794118	+	2	569	569	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_1_t40215	scaffold_1	1815459	1817209	+	0	108	108	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_11131	scaffold_1	1824039	1825609	+	2	482	482	0	2	0	0.1791	0.2584	2	1.1962	1.0909	2	0
269	scaffold_1	1832775	1833942	+	0	54	54	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_10181	scaffold_1	1850932	1851913	+	1	1787	1758	29	1	1	0.0830	0.1197	2	1.0865	1.0330	2	0
271	scaffold_1	1852029	1854854	+	3	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
272	scaffold_1	1854918	1856481	+	2	60	60	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
273	scaffold_1	1856548	1857304	+	0	314	314	0	2	0	0.6804	0.9816	2	1.9747	1.9505	2	0
274	scaffold_1	1862817	1863276	+	0	49	49	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_1_t20386	scaffold_1	1865460	1867531	+	2	1726	1726	0	3	0	0.7043	0.6411	3	2.0224	1.8115	3	0
fgenesh2_kg.1_#_187_#_4277095:1	scaffold_1	1869020	1870108	+	1	192	192	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
277	scaffold_1	1880666	1881294	+	2	249	0	249	0	4	1.0077	0.7269	4	2.7392	2.3120	4	0
278	scaffold_1	1884289	1885230	+	0	353	353	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_1_t40286	scaffold_1	1889832	1890703	+	0	127	127	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pg.C_10378	scaffold_1	1894283	1896105	+	1	164	164	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
281	scaffold_1	1905124	1906148	+	0	255	255	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.1_#_191_#_4277961:1	scaffold_1	1906217	1907014	+	0	209	209	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1.C_1_t40371	scaffold_1	1917804	1919817	+	1	31	31	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_1_t20416	scaffold_1	1921773	1922482	+	0	23	23	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
285	scaffold_1	1935610	1936389	+	1	28	28	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1.C_1_t40382	scaffold_1	1936473	1937974	+	0	308	308	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
287	scaffold_1	1939297	1940459	+	0	5319	5319	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
288	scaffold_1	1941700	1943228	+	1	37	37	0	2	0	0.6301	0.9090	2	1.8778	1.7802	2	0
fgenesh3_kg.1_#_93_#_isotig00308	scaffold_1	1949835	1950761	+	2	745	0	745	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
290	scaffold_1	1950851	1951412	+	1	3	0	3	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
291	scaffold_1	1952081	1953548	+	0	123	123	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1.C_1_t40418	scaffold_1	1957720	1958424	+	0	245	245	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
293	scaffold_1	1960562	1962698	+	1	12	12	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
294	scaffold_1	1964326	1965667	+	0	327	327	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
295	scaffold_1	1965845	1967177	+	0	2883	2883	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
296	scaffold_1	1968366	1972367	+	2	76	76	0	2	0	0.2426	0.3500	2	1.2746	1.1402	2	0
297	scaffold_1	1976168	1977289	+	2	126	126	0	2	0	0.1669	0.2408	2	1.1817	1.0825	2	0
estExt_Genewise1.C_1_t40440	scaffold_1	1997011	2000672	+	3	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_10200	scaffold_1	2000788	2002750	+	2	115	115	0	2	0	0.1209	0.1744	2	1.1285	1.0535	2	0
MicpuC2.estExt_fgenesh1_pg.C_10582	scaffold_1	2005793	2008832	+	1	94	94	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
301	scaffold_1	2009947	2012306	+	1	675	675	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
302	scaffold_1	2014358	2014982	+	0	61	61	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
303	scaffold_1	2022611	2023734	+	1	147	147	0	2	0	0.4869	0.7025	2	1.6273	1.4459	2	0
fgenesh2_kg.1_#_207_#_4277106:1	scaffold_1	2027317	2028865	+	0	68	68	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
305	scaffold_1	2037994	2040041	+	1	337	337	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
306	scaffold_1	2040064	2041478	+	1	111	111	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh3_kg.C_10102	scaffold_1	2048252	2049255	+	1	12096	12096	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pm.C_10126	scaffold_1	2054596	2055231	+	0	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
309	scaffold_1	2062942	2065144	+	1	17	3	14	1	4	1.5844	0.9844	5	4.8762	4.7377	5	0
310	scaffold_1	2069462	2071193	+	2	239	239	0	3	0	0.6983	0.6357	3	2.0104	1.7695	3	0
311	scaffold_1	2082205	2083549	+	0	179	179	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_10210	scaffold_1	2084889	2087082	+	0	72	72	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
313	scaffold_1	2094607	2095267	+	0	633	633	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000011096	scaffold_1	2096955	2099486	+	3	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.est_orfs.1_858_4276255:1	scaffold_1	2101048	2103316	+	4	13	3	10	1	2	1.0734	0.9770	3	2.9253	2.8644	3	0
316	scaffold_1	2105543	2107447	+	1	106	106	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
317	scaffold_1	2112276	2114599	+	3	57	51	6	2	2	0.6554	0.4728	4	1.9260	1.4485	4	0
estExt_Genewise1.C_1_t50037	scaffold_1	2119769	2121325	+	0	310	310	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
319	scaffold_1	2121457	2122416	+	0	514	514	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
320	scaffold_1	2135685	2136347	+	0	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
321	scaffold_1	2138799	2140645	+	1	23	13	10	3	2	1.5927	0.9896	5	4.9169	4.8532	5	0
estExt_fgenesh2_kg.C_10213	scaffold_1	2142384	2143493	+	0	311	311	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
323	scaffold_1	2143512	2144669	+	0	51	51	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
324	scaffold_1	2149054	2151969	+	4	31	31	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
325	scaffold_1	2163571	2165111	+	1	206	206	0	2	0	0.3500	0.5049	2	1.4190	1.2475	2	0
MicpuC2.EuGene.0000011133	scaffold_1	2166361	2167186	+	0	3031	3031	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
327	scaffold_1	2170467	2171667	+	0	44	44	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
328	scaffold_1	2182989	2183999	+	0	63	63	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_10637	scaffold_1	2184994	2185974	+	1	69	69	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pm.C_1_t20084	scaffold_1	2189858	2191163	+	0	171	84	87	1	1	0.6930	0.9998	2	1.9997	1.9994	2	0
331	scaffold_1	2193675	2194526	+	0	16	0	16	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
332	scaffold_10	6210	7591	+	0	477	477	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
333	scaffold_10	8377	12032	+	2	31	6	25	1	4	1.5262	0.9483	5	4.6006	4.3094	5	0
334	scaffold_10	23914	26380	+	0	23	23	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
335	scaffold_10	29154	31902	+	3	52	52	0	7	0	1.7185	0.8832	7	5.5764	4.6143	7	0
MicpuC2.estExt_fgenesh1_pm.C_100003	scaffold_10	33300	37608	+	2	40	5	35	1	4	1.5063	0.9359	5	4.5098	4.1237	5	0
337	scaffold_10	44885	45566	+	0	26	26	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
338	scaffold_10	47169	49852	+	0	20	20	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
339	scaffold_10	63606	64844	+	0	16	16	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
340	scaffold_10	65706	66880	+	0	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
341	scaffold_10	66985	67888	+	0	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000100037	scaffold_10	78388	80680	+	3	77	77	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_100032	scaffold_10	80815	84173	+	2	216	216	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pg.C_100019	scaffold_10	91311	92767	+	0	40	7	33	1	2	0.9698	0.8827	3	2.6374	2.3599	3	0
345	scaffold_10	93694	94545	+	0	29	29	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.est_orfs.10_1773_4274256:1	scaffold_10	95864	97167	+	1	28	28	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
347	scaffold_10	98620	100478	+	0	60	60	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
348	scaffold_10	108218	109499	+	1	41	41	0	2	0	0.5263	0.7593	2	1.6926	1.5213	2	0
349	scaffold_10	115700	116926	+	1	382	382	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1.C_100054	scaffold_10	131622	133368	+	0	96	46	50	1	1	0.6923	0.9987	2	1.9983	1.9965	2	0
351	scaffold_10	135027	137234	+	2	25	25	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pm.C_100026	scaffold_10	139807	142083	+	1	53	53	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
353	scaffold_10	154745	155691	+	1	178	178	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
354	scaffold_10	158193	159703	+	1	237	237	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
355	scaffold_10	167927	168736	+	1	981	49	932	1	1	0.1984	0.2862	2	1.2194	1.1049	2	0
356	scaffold_10	175244	176894	+	2	126	126	0	2	0	0.1125	0.1623	2	1.1191	1.0488	2	0
357	scaffold_10	178652	180535	+	1	56	56	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
358	scaffold_10	182040	184593	+	2	148	148	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
359	scaffold_10	185819	189032	+	3	13	9	4	1	1	0.6172	0.8905	2	1.8538	1.7423	2	0
360	scaffold_10	190502	192829	+	2	9	4	5	1	1	0.6870	0.9911	2	1.9877	1.9756	2	0
361	scaffold_10	193662	194185	+	0	4	0	4	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1.C_100098	scaffold_10	194310	195273	+	0	118	118	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
363	scaffold_10	201296	202639	+	1	4600	0	4600	0	2	0.6878	0.9923	2	1.9893	1.9788	2	0
364	scaffold_10	205566	207771	+	3	76	76	0	2	0	0.1663	0.2399	2	1.1809	1.0821	2	0
estExt_fgenesh1_pm.C_100048	scaffold_10	208424	210014	+	0	11	11	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
366	scaffold_10	211433	212877	+	0	198	198	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
367	scaffold_10	214058	214580	+	1	32	32	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_100110	scaffold_10	225896	227118	+	0	28	5	23	1	1	0.4692	0.6769	2	1.5987	1.4152	2	0
estExt_Genewise1Plus.C_10_t10161	scaffold_10	228981	230460	+	2	332	332	0	2	0	0.2107	0.3040	2	1.2346	1.1143	2	0
MicpuC2.estExt_Genewise1Plus.C_100115	scaffold_10	230651	233877	+	3	15	15	0	2	0	0.5004	0.7219	2	1.6494	1.4706	2	0
371	scaffold_10	233948	235870	+	1	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
372	scaffold_10	237107	239261	+	1	30	15	15	1	1	0.6931	1.0000	2	2.0000	2.0000	2	0
373	scaffold_10	259739	260384	+	0	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
374	scaffold_10	263062	263650	+	0	7	7	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
375	scaffold_10	265949	267184	+	1	14	14	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh3_kg.10_#_9_#_isotig01096	scaffold_10	268950	270024	+	1	1106	1069	37	1	1	0.1466	0.2114	2	1.1578	1.0691	2	0
377	scaffold_10	274942	276595	+	0	11	11	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
378	scaffold_10	285446	286504	+	1	281	281	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.est_orfs.10_1861_4270447:1	scaffold_10	291367	293545	+	2	104	101	3	1	1	0.1307	0.1886	2	1.1396	1.0594	2	0
380	scaffold_10	295123	296559	+	1	248	248	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
381	scaffold_10	296574	298071	+	1	54	54	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
382	scaffold_10	302649	304514	+	1	10	10	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
383	scaffold_10	309021	309633	+	0	27	27	0	2	0	0.5297	0.7642	2	1.6984	1.5283	2	0
384	scaffold_10	315033	316104	+	0	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
385	scaffold_10	325226	328201	+	1	266	69	197	1	2	1.0726	0.9764	3	2.9231	2.8473	3	0
MicpuC2.estExt_fgenesh1_pg.C_100091	scaffold_10	328565	330754	+	1	3932	3932	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_100096	scaffold_10	347259	347892	+	0	1658	1658	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
388	scaffold_10	348172	350454	+	3	6	3	3	1	1	0.6931	1.0000	2	2.0000	2.0000	2	0
389	scaffold_10	351032	352262	+	0	68	68	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
390	scaffold_10	357534	359572	+	1	96	96	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
391	scaffold_10	361191	362487	+	0	6009	6009	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
392	scaffold_10	367766	369276	+	0	10	10	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
393	scaffold_10	374757	377575	+	3	29	9	20	1	2	1.0940	0.9958	3	2.9861	2.9717	3	0
estExt_Genemark1.C_100168	scaffold_10	380126	381422	+	1	9	3	6	1	1	0.6365	0.9183	2	1.8899	1.8000	2	0
395	scaffold_10	391359	393664	+	1	85	15	70	2	1	0.5683	0.5173	3	1.7653	1.4344	3	0
396	scaffold_10	399419	401411	+	0	46	46	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_100196	scaffold_10	404354	405817	+	0	343	343	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
398	scaffold_10	408620	409740	+	2	1545	1514	31	1	1	0.0983	0.1418	2	1.1033	1.0409	2	0
MicpuC2.estExt_Genewise1.C_100200	scaffold_10	417254	418284	+	0	27	27	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_100028	scaffold_10	420574	421535	+	0	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
401	scaffold_10	423664	424979	+	0	117	117	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
402	scaffold_10	426534	430115	+	0	714	56	658	1	6	1.8439	0.9476	7	6.3210	5.7657	7	0
403	scaffold_10	447292	449808	+	0	12	5	7	1	1	0.6792	0.9799	2	1.9723	1.9459	2	0
MicpuC2.estExt_fgenesh1_pg.C_100126	scaffold_10	455076	455691	+	0	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
405	scaffold_10	459554	462117	+	1	20	20	0	2	0	0.5004	0.7219	2	1.6494	1.4706	2	0
406	scaffold_10	465593	466910	+	0	12	12	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
407	scaffold_10	469964	471206	+	0	14	14	0	2	0	0.6829	0.9852	2	1.9796	1.9600	2	0
408	scaffold_10	472391	473639	+	1	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1.C_10_t10364	scaffold_10	490586	491643	+	2	1456	1456	0	2	0	0.1761	0.2540	2	1.1925	1.0888	2	0
410	scaffold_10	492878	494284	+	1	83	83	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_100219	scaffold_10	498322	500567	+	4	137	137	0	2	0	0.1053	0.1520	2	1.1111	1.0448	2	0
412	scaffold_10	509796	511309	+	1	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_100034	scaffold_10	512493	513696	+	1	922	922	0	3	0	0.7997	0.7279	3	2.2249	1.9878	3	0
414	scaffold_10	519916	521579	+	0	12	5	7	1	1	0.6792	0.9799	2	1.9723	1.9459	2	0
415	scaffold_10	537474	538866	+	0	47	47	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
416	scaffold_10	543962	545202	+	0	42	42	0	3	0	0.8305	0.7559	3	2.2944	2.0000	3	0
MicpuC2.est_orfs.10_1946_4276772:1	scaffold_10	545400	546698	+	1	496	496	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
418	scaffold_10	551801	552407	+	0	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
419	scaffold_10	552515	553207	+	1	185	185	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
420	scaffold_10	554131	556163	+	1	19	19	0	2	0	0.6237	0.8997	2	1.8657	1.7610	2	0
421	scaffold_10	563872	565367	+	1	135	135	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
422	scaffold_10	565434	567083	+	0	134	134	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
423	scaffold_10	569966	570659	+	0	17	17	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
424	scaffold_10	570773	571425	+	0	219	219	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
425	scaffold_10	591140	593368	+	0	28	28	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
426	scaffold_10	597302	598597	+	2	23	8	15	2	2	1.3023	0.9394	4	3.6778	3.3694	4	0
427	scaffold_10	604660	605226	+	0	32	32	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
428	scaffold_10	611556	612475	+	0	90	41	49	1	1	0.6892	0.9943	2	1.9921	1.9843	2	0
429	scaffold_10	615391	617361	+	0	56	56	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_100169	scaffold_10	618755	621225	+	1	29	29	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
431	scaffold_10	623126	625598	+	0	32	32	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
432	scaffold_10	628662	630365	+	0	1131	1131	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
433	scaffold_10	631525	633431	+	0	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
434	scaffold_10	633542	635724	+	0	29	29	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
435	scaffold_10	642033	643562	+	2	16	12	4	1	1	0.5623	0.8113	2	1.7548	1.6000	2	0
fgenesh3_kg.10_#_18_#_isotig01492	scaffold_10	647550	648361	+	0	2215	2215	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
437	scaffold_10	650637	651360	+	0	162	162	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
438	scaffold_10	653691	654981	+	1	75	75	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
439	scaffold_10	655043	656066	+	1	28	28	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_10_t10493	scaffold_10	663950	664614	+	0	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
441	scaffold_10	665462	666587	+	1	203	190	13	1	1	0.2379	0.3433	2	1.2686	1.1362	2	0
442	scaffold_10	670086	672487	+	3	81	81	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
